time_s,avg_temp_K,max_temp_K,min_temp_K,max_temp_rate_K_per_s,sensor_0_K,sensor_0_err_K,sensor_1_K,sensor_1_err_K,sensor_2_K,sensor_2_err_K,sensor_3_K,sensor_3_err_K,sensor_4_K,sensor_4_err_K,sensor_5_K,sensor_5_err_K,sensor_6_K,sensor_6_err_K,sensor_7_K,sensor_7_err_K,sensor_8_K,sensor_8_err_K,sensor_9_K,sensor_9_err_K,sensor_10_K,sensor_10_err_K,sensor_11_K,sensor_11_err_K,sensor_12_K,sensor_12_err_K,sensor_13_K,sensor_13_err_K,sensor_14_K,sensor_14_err_K,sensor_15_K,sensor_15_err_K,sensor_16_K,sensor_16_err_K,sensor_17_K,sensor_17_err_K,sensor_18_K,sensor_18_err_K,sensor_19_K,sensor_19_err_K,sensor_20_K,sensor_20_err_K,sensor_21_K,sensor_21_err_K,sensor_22_K,sensor_22_err_K,sensor_23_K,sensor_23_err_K,sensor_24_K,sensor_24_err_K,sensor_25_K,sensor_25_err_K,sensor_26_K,sensor_26_err_K,sensor_27_K,sensor_27_err_K,sensor_28_K,sensor_28_err_K,sensor_29_K,sensor_29_err_K,sensor_30_K,sensor_30_err_K,sensor_31_K,sensor_31_err_K,rms_tracking_error_K,cryo_tip_K,power_in_W,power_out_W,radiation_W
1,296.128,350.105,81.9319,211.218,293.15,-2.27374e-13,293.15,0,293.15,0,293.15,-2.27374e-13,293.15,5.68434e-14,293.15,0,293.15,0,293.15,-1.13687e-13,293.15,-2.84217e-13,293.15,0,293.15,0,293.15,-5.68434e-14,293.15,5.68434e-14,293.15,-3.97904e-13,293.15,-2.27374e-13,293.15,-2.84217e-13,293.15,-1.7053e-13,293.15,0,293.15,-2.84217e-13,293.15,-2.84217e-13,293.15,-2.27374e-13,293.15,5.68434e-14,293.15,-1.13687e-13,293.15,5.68434e-14,293.15,-2.84217e-13,293.15,-2.27374e-13,293.15,-5.68434e-14,293.15,0,293.15,-2.27374e-13,293.15,-1.13687e-13,293.15,-1.7053e-13,293.15,0,1.46922e-13,271.354,1.58664,177.433,-63.0163
